监测时间,SO2监测浓度(μg/m3),NO2监测浓度(μg/m3),PM10监测浓度(μg/m3),PM2.5监测浓度(μg/m3),O3监测浓度(μg/m3),CO监测浓度(mg/m3),温度(℃),湿度(%),气压(MBar),风速(m/s),风向(°),云量,长波辐射（W/m2）
2019-07-19 20:00:00,3.0,54.0,19.0,14.0,12.0,1.0,26.8,90.0,1001.6,0.9,63.2,0.053293,454.801
2019-07-19 21:00:00,3.0,59.0,23.0,16.0,6.0,1.0,27.1,89.0,1002.0,0.5,51.7,0.0468119,455.211
2019-07-19 22:00:00,3.0,58.0,29.0,20.0,1.0,1.1,27.2,89.0,1002.1,0.6,17.9,0.0777254,454.446
2019-07-19 23:00:00,4.0,57.0,37.0,24.0,0.0,1.1,27.5,88.0,1002.1,0.7,15.3,0.109117,451.232
2019-07-20 00:00:00,4.0,57.0,41.0,19.0,0.0,1.1,27.6,88.0,1002.2,0.5,351.8,0.166867,446.273
2019-07-20 01:00:00,4.0,54.0,35.0,29.0,0.0,1.1,27.6,89.0,1001.7,0.5,31.1,0.203071,439.28
2019-07-20 02:00:00,4.0,54.0,46.0,27.0,0.0,1.1,27.6,89.0,1001.3,0.7,64.2,0.176394,437.911
2019-07-20 03:00:00,4.0,50.0,40.0,27.0,0.0,1.1,27.3,91.0,1001.2,0.7,57.9,0.278847,434.59
2019-07-20 04:00:00,4.0,53.0,51.0,24.0,0.0,1.1,27.4,92.0,1001.7,0.7,53.0,0.535809,434.376
2019-07-20 05:00:00,5.0,55.0,48.0,28.0,0.0,1.1,27.5,91.0,1002.0,0.5,46.7,0.647797,434.652
2019-07-20 06:00:00,5.0,54.0,46.0,32.0,0.0,1.2,27.7,90.0,1002.7,0.5,47.8,0.597316,432.878
2019-07-20 07:00:00,5.0,59.0,44.0,33.0,2.0,1.2,28.5,87.0,1003.4,0.7,57.3,0.586802,431.004
2019-07-20 08:00:00,9.0,72.0,72.0,38.0,6.0,1.2,30.0,80.0,1003.7,0.7,14.7,0.458383,432.231
2019-07-20 09:00:00,10.0,51.0,64.0,50.0,38.0,1.0,31.6,74.0,1003.8,1.0,246.1,0.56482,432.214
2019-07-20 10:00:00,8.0,26.0,50.0,30.0,95.0,0.9,32.6,68.0,1003.6,1.7,234.9,0.433683,431.562
2019-07-20 11:00:00,9.0,18.0,57.0,24.0,160.0,0.9,33.8,64.0,1003.4,1.6,252.8,0.323525,433.582
2019-07-20 12:00:00,5.0,11.0,51.0,27.0,158.0,0.9,34.6,61.0,1002.8,1.5,239.8,0.323525,433.582
2019-07-20 13:00:00,4.0,11.0,44.0,28.0,120.0,0.8,34.3,62.0,1002.1,1.6,142.3,0.235851,438.411
2019-07-20 14:00:00,3.0,14.0,52.0,21.0,71.0,0.7,27.6,85.0,1003.0,4.5,234.0,0.141064,443.139
2019-07-20 15:00:00,3.0,17.0,52.0,4.0,58.0,0.8,26.3,93.0,1003.3,1.3,230.0,0.0548442,447.692
2019-07-20 16:00:00,3.0,40.0,1.0,2.0,38.0,0.9,26.5,92.0,1002.5,1.2,86.0,0.34,453.756
2019-07-20 17:00:00,3.0,37.0,17.0,12.0,46.0,0.9,27.2,90.0,1003.2,1.2,259.7,0.0630477,477.835
2019-07-20 18:00:00,5.0,51.0,23.0,19.0,24.0,1.1,27.7,88.0,1003.3,0.7,252.8,0.0886075,457.591
2019-07-20 19:00:00,7.0,63.0,40.0,20.0,8.0,1.2,27.6,89.0,1003.8,0.7,322.3,0.105945,459.601
2019-07-20 20:00:00,11.0,65.0,41.0,25.0,2.0,1.3,27.6,88.0,1004.3,0.8,240.8,0.0550681,458.235
2019-07-20 21:00:00,12.0,49.0,36.0,26.0,5.0,1.1,27.4,88.0,1004.0,0.6,276.0,0.126355,462.175
2019-07-20 22:00:00,5.0,46.0,35.0,22.0,2.0,1.1,27.3,90.0,1004.3,0.5,320.0,0.753594,459.067
2019-07-20 23:00:00,5.0,44.0,32.0,19.0,2.0,1.1,27.4,89.0,1004.6,0.6,91.9,0.746095,451.047
2019-07-21 00:00:00,8.0,46.0,30.0,23.0,0.0,1.1,27.4,88.0,1004.6,0.6,294.4,0.744923,452.017
2019-07-21 01:00:00,6.0,42.0,21.0,18.0,1.0,1.1,27.4,88.0,1004.1,0.5,103.9,0.457956,432.229
2019-07-21 02:00:00,5.0,41.0,36.0,18.0,0.0,1.2,27.2,91.0,1003.4,0.6,43.7,0.383275,431.861
2019-07-21 03:00:00,4.0,40.0,43.0,22.0,0.0,1.1,27.1,93.0,1003.4,0.7,57.4,0.390966,426.888
2019-07-21 04:00:00,6.0,42.0,42.0,27.0,0.0,1.0,27.2,92.0,1003.7,1.0,105.7,0.25075,424.836
2019-07-21 05:00:00,5.0,38.0,39.0,28.0,0.0,1.0,27.3,91.0,1003.8,0.6,52.4,0.226435,421.432
2019-07-21 06:00:00,5.0,37.0,36.0,22.0,1.0,1.0,27.4,92.0,1004.3,0.6,73.3,0.258441,421.413
2019-07-21 07:00:00,4.0,38.0,36.0,27.0,4.0,1.0,28.0,89.0,1004.8,0.9,59.6,0.281181,419.275
2019-07-21 08:00:00,5.0,35.0,41.0,32.0,14.0,1.0,29.4,83.0,1005.7,0.9,59.8,0.288928,419.73
2019-07-21 09:00:00,7.0,29.0,49.0,32.0,38.0,1.0,30.5,77.0,1005.8,0.6,71.4,0.353172,423.299
2019-07-21 10:00:00,6.0,28.0,54.0,28.0,44.0,0.9,29.8,79.0,1005.6,1.4,108.3,0.353172,423.299
2019-07-21 11:00:00,4.0,26.0,32.0,27.0,69.0,0.9,30.4,78.0,1005.3,1.4,106.8,0.319222,428.344
2019-07-21 12:00:00,3.0,16.0,45.0,25.0,59.0,0.8,29.7,79.0,1004.7,1.8,98.9,0.293723,432.121
2019-07-21 13:00:00,4.0,17.0,21.0,16.0,52.0,0.9,29.6,79.0,1004.5,2.1,105.9,0.247254,437.597
2019-07-21 14:00:00,6.0,14.0,8.0,8.0,66.0,0.8,29.7,74.0,1004.0,2.7,233.4,0.22944,439.745
2019-07-21 15:00:00,3.0,7.0,18.0,9.0,64.0,0.7,29.6,73.0,1003.4,2.0,255.8,0.21052,448.54
2019-07-21 16:00:00,3.0,12.0,12.0,6.0,58.0,0.7,29.5,73.0,1003.3,1.4,237.6,0.235253,448.824
2019-07-21 17:00:00,3.0,18.0,12.0,8.0,50.0,0.8,29.2,74.0,1003.5,0.9,263.1,0.157471,451.846
2019-07-21 18:00:00,5.0,28.0,12.0,8.0,38.0,0.9,29.1,76.0,1003.8,0.9,256.5,0.137309,458.238
2019-07-21 19:00:00,4.0,35.0,26.0,9.0,34.0,0.9,28.5,79.0,1004.2,0.9,266.1,0.134536,459.322
2019-07-21 20:00:00,4.0,43.0,31.0,10.0,19.0,0.9,28.2,81.0,1004.7,0.7,268.1,0.143258,460.149
2019-07-21 21:00:00,4.0,36.0,24.0,14.0,19.0,0.9,28.0,81.0,1004.8,0.5,259.6,0.599094,453.127
2019-07-21 22:00:00,7.0,46.0,26.0,13.0,4.0,1.0,27.7,84.0,1004.8,0.5,10.6,0.36412,449.484
2019-07-21 23:00:00,10.0,53.0,35.0,15.0,0.0,1.2,27.7,85.0,1004.6,0.7,55.0,0.265925,441.62
2019-07-22 00:00:00,8.0,54.0,35.0,20.0,2.0,1.3,27.7,86.0,1004.0,0.7,69.9,0.165229,438.459
2019-07-22 01:00:00,8.0,45.0,41.0,29.0,7.0,1.1,27.8,83.0,1003.6,0.5,329.1,0.167489,436.042
2019-07-22 02:00:00,7.0,48.0,40.0,22.0,1.0,1.1,27.8,84.0,1003.6,0.3,350.6,0.314829,433.931
2019-07-22 03:00:00,8.0,42.0,35.0,24.0,3.0,1.1,27.7,84.0,1003.8,0.4,259.2,0.311597,432.303
2019-07-22 04:00:00,7.0,42.0,42.0,23.0,0.0,1.2,27.7,85.0,1003.9,0.3,272.9,0.611816,432.737
2019-07-22 05:00:00,7.0,42.0,40.0,32.0,0.0,1.2,27.5,87.0,1003.9,0.5,81.0,0.599882,430.33
2019-07-22 06:00:00,6.0,44.0,46.0,27.0,1.0,1.2,27.6,88.0,1003.9,0.7,68.8,0.496255,428.914
2019-07-22 07:00:00,6.0,49.0,51.0,28.0,2.0,1.3,27.9,87.0,1004.3,0.8,66.2,0.467172,427.98
2019-07-22 08:00:00,9.0,49.0,47.0,30.0,15.0,1.2,28.6,82.0,1004.3,0.9,38.3,0.678942,427.926
2019-07-22 09:00:00,9.0,50.0,55.0,30.0,37.0,1.2,29.9,77.0,1004.1,0.9,327.3,0.688357,429.478
2019-07-22 10:00:00,12.0,36.0,55.0,36.0,76.0,1.1,31.2,71.0,1004.1,1.2,240.9,0.50834,432.641
2019-07-22 11:00:00,12.0,44.0,71.0,36.0,76.0,1.1,31.2,72.0,1003.9,1.0,59.7,0.50834,432.641
2019-07-22 12:00:00,8.0,44.0,71.0,40.0,118.0,1.1,31.3,72.0,1003.4,1.8,107.1,0.353438,437.664
2019-07-22 13:00:00,5.0,20.0,48.0,42.0,141.0,0.8,31.8,68.0,1002.5,1.7,106.3,0.359614,442.749
2019-07-22 14:00:00,4.0,15.0,36.0,21.0,124.0,0.8,31.3,69.0,1001.7,2.8,164.2,0.142919,447.967
2019-07-22 15:00:00,3.0,16.0,36.0,18.0,65.0,0.7,25.7,89.0,1002.3,1.8,4.7,0.074205,451.631
2019-07-22 16:00:00,3.0,49.0,36.0,3.0,30.0,0.8,25.3,90.0,1001.9,1.1,46.4,0.0472551,451.137
2019-07-22 17:00:00,3.0,64.0,12.0,6.0,3.0,1.0,26.2,93.0,1001.9,1.0,63.0,0.431245,457.979
2019-07-22 18:00:00,3.0,45.0,19.0,12.0,22.0,0.9,26.9,91.0,1002.5,1.2,121.9,0.0988881,456.894
2019-07-22 19:00:00,3.0,18.0,13.0,12.0,47.0,0.8,25.8,92.0,1003.7,0.8,289.6,0.0524045,457.373
2019-07-22 20:00:00,2.0,29.0,11.0,6.0,21.0,0.9,26.0,94.0,1004.0,0.4,26.3,0.105585,460.415
2019-07-22 21:00:00,2.0,55.0,13.0,1.0,0.0,1.0,26.4,94.0,1004.5,0.8,27.8,0.560207,458.132
2019-07-22 22:00:00,3.0,61.0,26.0,10.0,0.0,1.0,26.6,95.0,1004.6,1.2,55.0,0.345847,450.513
2019-07-22 23:00:00,3.0,68.0,31.0,16.0,0.0,1.1,26.4,95.0,1004.6,1.0,61.1,0.545229,449.447
2019-07-23 00:00:00,4.0,70.0,36.0,21.0,0.0,1.2,26.3,96.0,1003.8,0.9,53.4,0.375228,446.585
2019-07-23 01:00:00,4.0,67.0,42.0,21.0,0.0,1.3,26.4,96.0,1003.3,0.9,61.7,0.502854,442.616
2019-07-23 02:00:00,4.0,55.0,37.0,23.0,0.0,1.1,26.3,96.0,1003.3,1.0,97.1,0.191848,440.142
2019-07-23 03:00:00,5.0,36.0,25.0,22.0,5.0,0.8,26.6,90.0,1003.1,1.2,103.5,0.385409,437.491
2019-07-23 04:00:00,6.0,43.0,18.0,5.0,5.0,0.8,26.3,90.0,1002.8,0.8,80.1,0.497684,435.981
2019-07-23 05:00:00,7.0,40.0,21.0,8.0,0.0,0.8,26.2,92.0,1003.0,0.5,52.3,0.317061,437.579
2019-07-23 06:00:00,5.0,35.0,23.0,17.0,1.0,0.9,26.3,92.0,1003.3,0.5,58.8,0.439319,435.958
2019-07-23 07:00:00,6.0,35.0,27.0,16.0,2.0,0.9,27.2,89.0,1003.6,0.7,63.0,0.361747,435.594
2019-07-23 08:00:00,8.0,38.0,36.0,17.0,6.0,1.0,28.1,86.0,1004.1,1.1,66.0,0.262914,434.011
2019-07-23 09:00:00,6.0,32.0,32.0,22.0,33.0,0.9,29.6,75.0,1004.6,1.0,73.0,0.402384,431.772
2019-07-23 10:00:00,5.0,19.0,33.0,14.0,74.0,0.8,30.2,72.0,1004.3,1.2,138.7,0.244429,429.906
2019-07-23 11:00:00,3.0,32.0,57.0,14.0,58.0,0.9,28.4,86.0,1003.9,1.1,73.7,0.288197,430.902
2019-07-23 12:00:00,2.0,44.0,10.0,17.0,30.0,0.9,28.1,84.0,1003.6,1.6,87.9,0.288197,430.902
2019-07-23 13:00:00,2.0,24.0,19.0,15.0,49.0,0.8,27.7,87.0,1003.2,1.1,18.1,0.215054,435.356
2019-07-23 14:00:00,3.0,26.0,6.0,11.0,76.0,0.8,30.3,77.0,1002.4,1.7,33.0,0.186075,438.791
2019-07-23 15:00:00,2.0,23.0,39.0,11.0,69.0,0.7,29.9,76.0,1001.9,1.5,69.6,0.206992,443.42
2019-07-23 16:00:00,2.0,18.0,27.0,8.0,70.0,0.8,27.7,82.0,1001.9,1.7,220.5,0.119512,450.04
2019-07-23 17:00:00,2.0,61.0,20.0,6.0,14.0,1.1,27.6,88.0,1001.6,0.6,78.7,0.0897994,448.239
2019-07-23 18:00:00,2.0,67.0,32.0,19.0,4.0,1.2,28.3,88.0,1001.7,0.6,59.1,0.130857,448.5
2019-07-23 19:00:00,3.0,52.0,31.0,18.0,7.0,1.1,28.5,87.0,1002.1,0.8,85.7,0.166615,450.427
2019-07-23 20:00:00,2.0,38.0,27.0,19.0,14.0,0.9,28.6,86.0,1003.1,0.8,87.7,0.282963,453.062
2019-07-23 21:00:00,3.0,30.0,26.0,16.0,18.0,0.9,28.4,87.0,1004.2,0.7,69.3,0.129451,459.21
2019-07-23 22:00:00,2.0,35.0,24.0,12.0,11.0,0.8,28.3,88.0,1004.6,1.1,107.5,0.153515,452.967
2019-07-23 23:00:00,3.0,28.0,27.0,12.0,10.0,0.8,28.0,90.0,1004.4,0.6,101.1,0.468903,447.489
2019-07-24 00:00:00,3.0,34.0,14.0,10.0,1.0,0.9,27.5,92.0,1004.0,0.5,63.4,0.114364,443.982
2019-07-24 01:00:00,3.0,35.0,13.0,12.0,0.0,0.8,27.4,93.0,1003.9,0.5,37.0,0.386271,433.938
2019-07-24 02:00:00,3.0,32.0,22.0,9.0,0.0,0.9,27.3,94.0,1003.4,0.6,72.3,0.412845,432.131
2019-07-24 03:00:00,4.0,36.0,30.0,11.0,0.0,0.9,27.2,95.0,1003.4,0.6,42.8,0.481305,430.986
2019-07-24 04:00:00,3.0,36.0,27.0,17.0,0.0,0.8,27.2,94.0,1003.3,0.8,82.3,0.453799,429.025
2019-07-24 05:00:00,3.0,37.0,23.0,11.0,0.0,0.8,27.3,93.0,1003.6,0.6,78.4,0.405452,426.863
2019-07-24 06:00:00,4.0,36.0,23.0,9.0,0.0,0.9,27.4,94.0,1004.1,0.8,72.1,0.25353,425.41
2019-07-24 07:00:00,3.0,40.0,29.0,17.0,3.0,1.0,28.4,90.0,1004.6,1.1,63.8,0.269714,425.28
2019-07-24 08:00:00,5.0,36.0,31.0,18.0,12.0,0.9,29.7,81.0,1004.9,2.1,80.7,0.251613,425.737
2019-07-24 09:00:00,5.0,28.0,47.0,14.0,27.0,0.8,30.0,77.0,1005.0,2.2,110.4,0.290884,429.746
2019-07-24 10:00:00,3.0,17.0,24.0,10.0,40.0,0.7,29.1,78.0,1005.4,2.1,149.3,0.290884,429.746
2019-07-24 11:00:00,2.0,20.0,23.0,6.0,35.0,0.8,28.0,83.0,1005.5,1.1,93.5,0.260411,434.045
2019-07-24 12:00:00,2.0,20.0,23.0,4.0,68.0,0.8,30.5,73.0,1005.2,1.5,91.5,0.234103,439.061
2019-07-24 13:00:00,2.0,8.0,29.0,7.0,74.0,0.7,31.4,70.0,1004.7,1.8,105.9,0.220575,444.256
2019-07-24 14:00:00,2.0,12.0,37.0,9.0,72.0,0.7,29.9,78.0,1004.0,1.7,95.1,1.0,478.23
2019-07-24 15:00:00,2.0,18.0,29.0,10.0,46.0,0.8,27.9,88.0,1003.8,1.3,268.7,0.221263,478.578
2019-07-24 16:00:00,2.0,41.0,4.0,6.0,30.0,0.9,28.3,88.0,1003.6,1.4,52.7,0.236495,457.591
2019-07-24 17:00:00,2.0,44.0,8.0,15.0,22.0,0.9,28.8,81.0,1003.2,0.6,31.7,0.199702,456.491
2019-07-24 18:00:00,2.0,58.0,38.0,13.0,8.0,1.1,29.5,82.0,1003.8,0.6,350.6,0.172426,457.064
2019-07-24 19:00:00,2.0,58.0,40.0,17.0,1.0,1.3,29.1,86.0,1004.5,0.5,243.8,0.187604,454.432
2019-07-24 20:00:00,2.0,53.0,44.0,25.0,2.0,1.3,28.7,88.0,1005.0,0.5,50.0,0.227226,455.268
2019-07-24 21:00:00,3.0,40.0,26.0,17.0,5.0,1.0,28.9,85.0,1005.8,0.5,40.3,0.503643,455.308
2019-07-24 22:00:00,3.0,40.0,31.0,11.0,1.0,1.0,28.5,87.0,1006.1,0.6,84.7,0.648271,452.565
2019-07-24 23:00:00,2.0,38.0,31.0,15.0,0.0,1.0,28.3,89.0,1006.2,0.5,84.2,0.46894,447.129
2019-07-25 00:00:00,2.0,36.0,32.0,12.0,0.0,0.9,28.1,91.0,1006.0,0.4,8.1,0.825599,444.281
2019-07-25 01:00:00,2.0,35.0,33.0,11.0,0.0,1.0,27.9,93.0,1006.0,0.5,44.1,0.545527,441.358
2019-07-25 02:00:00,2.0,33.0,34.0,17.0,0.0,0.9,27.7,94.0,1005.8,0.4,80.2,0.748461,440.638
2019-07-25 03:00:00,2.0,29.0,27.0,16.0,0.0,0.9,27.5,94.0,1005.8,0.4,86.9,0.789577,439.508
2019-07-25 04:00:00,2.0,34.0,31.0,11.0,1.0,0.9,27.6,94.0,1006.0,0.6,87.5,0.783807,438.272
2019-07-25 05:00:00,4.0,37.0,28.0,8.0,0.0,0.9,27.5,95.0,1006.1,0.6,51.2,0.273763,432.529
2019-07-25 06:00:00,4.0,36.0,35.0,16.0,1.0,1.0,27.8,95.0,1006.5,0.5,36.3,0.144283,430.166
2019-07-25 07:00:00,5.0,35.0,28.0,26.0,6.0,0.9,29.6,86.0,1006.8,0.7,59.9,0.233676,429.639
2019-07-25 08:00:00,5.0,36.0,46.0,13.0,8.0,0.9,29.4,85.0,1007.0,0.7,0.3,0.0904828,424.256
2019-07-25 09:00:00,3.0,27.0,26.0,16.0,23.0,0.9,30.1,81.0,1007.1,0.6,350.8,0.0546201,423.489
2019-07-25 10:00:00,3.0,18.0,19.0,12.0,38.0,0.9,29.7,79.0,1007.4,1.3,303.3,0.0167211,424.798
2019-07-25 11:00:00,4.0,24.0,14.0,11.0,93.0,0.9,31.3,71.0,1007.2,1.3,63.2,0.0167211,424.798
2019-07-25 12:00:00,3.0,22.0,53.0,14.0,148.0,0.8,32.1,68.0,1006.8,1.1,22.0,0.0301115,430.919
2019-07-25 13:00:00,4.0,10.0,25.0,23.0,99.0,0.7,34.2,56.0,1006.0,1.6,244.2,0.0,434.954
2019-07-25 14:00:00,2.0,6.0,18.0,2.0,80.0,0.7,34.6,51.0,1005.2,2.5,235.4,0.0,441.673
2019-07-25 15:00:00,3.0,9.0,26.0,3.0,78.0,0.7,33.9,56.0,1004.6,1.8,236.6,0.0283716,441.132
2019-07-25 16:00:00,3.0,12.0,12.0,5.0,81.0,0.7,33.9,59.0,1004.1,1.4,244.7,0.167477,442.99
2019-07-25 17:00:00,3.0,14.0,31.0,7.0,75.0,0.7,33.2,62.0,1003.6,1.8,229.7,0.0926081,455.854
2019-07-25 18:00:00,5.0,13.0,21.0,6.0,63.0,0.8,33.0,63.0,1003.7,1.7,246.0,0.356548,456.879
2019-07-25 19:00:00,9.0,18.0,22.0,8.0,43.0,0.8,31.9,67.0,1004.4,1.8,235.3,0.454955,460.732
2019-07-25 20:00:00,8.0,17.0,18.0,7.0,36.0,0.8,31.2,71.0,1005.2,1.7,241.9,0.966556,477.012
2019-07-25 21:00:00,9.0,15.0,22.0,10.0,32.0,0.8,30.6,75.0,1005.5,1.9,245.1,0.625176,459.428
2019-07-25 22:00:00,10.0,15.0,23.0,9.0,29.0,0.8,30.2,78.0,1005.8,1.8,238.9,0.85922,476.983
2019-07-25 23:00:00,7.0,16.0,15.0,9.0,25.0,0.8,29.9,78.0,1006.3,1.2,238.1,0.653656,456.559
2019-07-26 00:00:00,24.0,30.0,29.0,13.0,12.0,0.8,29.7,79.0,1006.3,1.0,232.8,0.926504,462.872
2019-07-26 01:00:00,15.0,29.0,23.0,17.0,8.0,0.8,29.2,81.0,1006.1,0.4,240.2,0.788158,442.798
2019-07-26 02:00:00,9.0,27.0,25.0,14.0,9.0,0.8,28.8,83.0,1005.8,0.4,257.3,0.509259,441.612
2019-07-26 03:00:00,6.0,29.0,26.0,10.0,6.0,0.8,28.5,83.0,1005.7,0.6,254.5,0.525621,444.18
2019-07-26 04:00:00,5.0,29.0,34.0,13.0,5.0,0.9,28.4,83.0,1005.5,0.5,271.9,0.504769,436.723
2019-07-26 05:00:00,5.0,31.0,30.0,14.0,3.0,0.8,28.3,85.0,1005.6,0.4,259.2,0.498221,435.896
2019-07-26 06:00:00,3.0,28.0,25.0,14.0,6.0,0.9,28.8,85.0,1005.8,0.3,338.9,0.571722,434.152
2019-07-26 07:00:00,6.0,29.0,20.0,13.0,12.0,0.9,30.3,76.0,1006.0,0.6,112.8,0.533361,431.491
2019-07-26 08:00:00,7.0,24.0,40.0,12.0,36.0,0.9,30.9,71.0,1006.2,1.2,119.8,0.503809,429.461
2019-07-26 09:00:00,10.0,19.0,32.0,14.0,60.0,0.8,32.2,64.0,1006.1,1.3,208.6,0.705687,429.697
2019-07-26 10:00:00,11.0,18.0,46.0,9.0,94.0,0.8,33.0,61.0,1005.9,1.2,252.6,0.414972,432.406
2019-07-26 11:00:00,8.0,13.0,42.0,10.0,121.0,0.8,33.7,58.0,1005.4,1.8,248.3,0.383764,439.97
2019-07-26 12:00:00,4.0,10.0,38.0,17.0,139.0,0.8,34.3,57.0,1004.6,1.6,254.8,0.383764,439.97
2019-07-26 13:00:00,3.0,6.0,36.0,15.0,128.0,0.7,34.9,55.0,1004.0,1.6,264.2,0.351936,435.565
2019-07-26 14:00:00,3.0,5.0,22.0,12.0,118.0,0.7,35.4,53.0,1003.5,1.6,264.9,0.0615344,438.271
2019-07-26 15:00:00,3.0,11.0,26.0,10.0,108.0,0.7,35.0,55.0,1003.0,1.2,96.2,0.0,441.573
2019-07-26 16:00:00,2.0,19.0,42.0,9.0,86.0,0.7,32.3,64.0,1002.6,2.0,107.1,0.0,442.835
2019-07-26 17:00:00,2.0,40.0,43.0,14.0,56.0,0.9,31.1,73.0,1002.3,1.2,93.6,0.396295,452.259
2019-07-26 18:00:00,2.0,30.0,17.0,16.0,63.0,0.8,31.8,68.0,1002.5,1.3,112.3,1.0,453.969
2019-07-26 19:00:00,4.0,38.0,35.0,15.0,44.0,1.0,31.5,70.0,1003.2,1.0,340.6,0.714413,453.848
2019-07-26 20:00:00,7.0,31.0,31.0,24.0,23.0,0.9,31.5,71.0,1003.7,1.6,241.0,0.516063,453.999
2019-07-26 21:00:00,11.0,21.0,28.0,14.0,23.0,0.8,31.1,74.0,1004.1,1.8,238.8,0.655397,448.111
2019-07-26 22:00:00,7.0,16.0,18.0,10.0,26.0,0.8,30.8,75.0,1004.4,2.1,225.3,0.833105,447.05
2019-07-26 23:00:00,4.0,13.0,16.0,8.0,28.0,0.8,30.5,75.0,1004.4,2.1,229.4,0.485085,444.235
2019-07-27 00:00:00,4.0,16.0,10.0,6.0,22.0,0.8,30.2,75.0,1004.2,1.5,227.2,0.661064,441.98
2019-07-27 01:00:00,11.0,25.0,13.0,6.0,14.0,0.8,29.8,76.0,1003.8,1.6,236.5,0.89595,436.443
2019-07-27 02:00:00,7.0,22.0,17.0,8.0,14.0,0.8,29.4,76.0,1003.4,1.1,253.1,0.703391,434.775
2019-07-27 03:00:00,5.0,24.0,32.0,9.0,12.0,0.8,28.9,80.0,1003.4,0.9,248.6,0.553046,434.018
2019-07-27 04:00:00,4.0,17.0,18.0,10.0,19.0,0.8,28.8,81.0,1003.5,1.0,255.2,0.726847,449.956
2019-07-27 05:00:00,2.0,23.0,21.0,7.0,12.0,0.8,28.4,84.0,1004.0,0.7,269.3,0.444177,431.51
2019-07-27 06:00:00,3.0,26.0,16.0,7.0,8.0,0.8,28.6,84.0,1004.4,0.7,265.9,0.250719,429.354
2019-07-27 07:00:00,6.0,24.0,14.0,8.0,15.0,0.9,29.8,78.0,1004.7,0.8,254.1,0.397171,429.695
2019-07-27 08:00:00,6.0,14.0,30.0,9.0,34.0,0.8,30.2,74.0,1005.0,1.5,234.8,0.276133,428.051
2019-07-27 09:00:00,4.0,13.0,24.0,10.0,46.0,0.8,31.6,69.0,1005.2,1.2,266.5,0.147683,429.038
2019-07-27 10:00:00,3.0,9.0,36.0,10.0,74.0,0.8,32.7,63.0,1005.0,1.2,254.2,0.147683,429.038
2019-07-27 11:00:00,3.0,6.0,38.0,17.0,95.0,0.7,33.1,61.0,1004.8,1.6,253.0,0.107408,432.965
2019-07-27 12:00:00,2.0,5.0,28.0,11.0,104.0,0.7,34.4,56.0,1004.1,1.5,252.2,0.047414,435.974
2019-07-27 13:00:00,3.0,5.0,26.0,8.0,117.0,0.7,35.2,53.0,1003.3,1.6,259.8,0.0667079,442.826
2019-07-27 14:00:00,2.0,5.0,26.0,7.0,122.0,0.7,35.3,53.0,1002.5,1.6,262.4,0.0899028,445.177
2019-07-27 15:00:00,2.0,6.0,26.0,11.0,107.0,0.7,35.8,51.0,1001.9,1.3,266.4,0.186928,449.474
2019-07-27 16:00:00,3.0,14.0,33.0,9.0,117.0,0.7,34.5,58.0,1001.5,1.3,121.0,0.34,453.103
2019-07-27 17:00:00,4.0,23.0,62.0,16.0,102.0,0.8,32.9,68.0,1001.6,2.3,127.2,0.0583725,454.527
2019-07-27 18:00:00,5.0,30.0,40.0,17.0,67.0,0.8,32.2,71.0,1002.1,2.5,134.8,1.0,459.349
2019-07-27 19:00:00,6.0,22.0,31.0,17.0,58.0,0.8,31.7,68.0,1002.4,1.7,261.5,0.11878,458.407
2019-07-27 20:00:00,14.0,29.0,13.0,14.0,30.0,0.9,31.7,70.0,1003.0,1.3,256.0,0.879405,471.755
2019-07-27 21:00:00,11.0,23.0,21.0,12.0,26.0,0.8,31.7,70.0,1003.6,1.8,251.7,0.956791,461.767
2019-07-27 22:00:00,8.0,22.0,24.0,11.0,20.0,0.9,31.2,73.0,1004.2,1.5,260.9,0.812883,437.645
2019-07-27 23:00:00,13.0,24.0,28.0,15.0,14.0,1.1,30.9,76.0,1004.2,1.6,249.5,0.904262,451.672
2019-07-28 00:00:00,11.0,22.0,24.0,10.0,13.0,1.1,30.4,76.0,1004.0,1.7,253.3,0.872182,450.507
2019-07-28 01:00:00,7.0,11.0,10.0,9.0,25.0,1.0,30.2,76.0,1003.6,1.9,229.5,0.834795,452.62
2019-07-28 02:00:00,5.0,11.0,7.0,7.0,24.0,0.9,29.9,78.0,1003.3,1.1,242.1,0.955574,449.52
2019-07-28 03:00:00,5.0,13.0,13.0,4.0,22.0,0.8,29.7,78.0,1003.2,0.8,247.9,0.655702,433.379
2019-07-28 04:00:00,6.0,17.0,14.0,3.0,18.0,0.7,29.6,79.0,1003.4,1.0,244.6,0.726339,427.358
2019-07-28 05:00:00,5.0,18.0,21.0,2.0,13.0,0.8,29.2,82.0,1003.5,1.1,264.1,0.502914,432.571
2019-07-28 06:00:00,4.0,21.0,21.0,5.0,8.0,0.8,29.0,83.0,1004.0,0.9,265.0,0.690896,431.36
2019-07-28 07:00:00,5.0,17.0,15.0,6.0,15.0,0.8,30.2,77.0,1004.5,0.6,326.5,0.833051,455.471
2019-07-28 08:00:00,5.0,12.0,20.0,5.0,30.0,0.7,31.5,69.0,1005.2,0.6,288.5,0.578553,430.516
2019-07-28 09:00:00,6.0,15.0,30.0,6.0,35.0,0.7,32.1,66.0,1005.4,0.8,225.8,0.469039,427.413
